AI算法与图像处理,188,12,2247521255_1,152位高校教师接龙晒工资，给打算入高校的博士们参考！,教师薪资指南（地域版）,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521255&idx=1&sn=5846b46e3efee37bc3ca1121375e97fc&chksm=fd841505caf39c1305f68e83f22f79a4871f67f14f89908dbd1ee3bf52c56bf3deb97c5694c2#rd,1658584002,1658584002
AI算法与图像处理,189,12,2247521255_2,Meta最新图像生成工具！支持文字+草图，效果更加可控,,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521255&idx=2&sn=5c96a4d8c46f4907699d069bd79a8f3e&chksm=fd841505caf39c139c10768266889794e445a2ad55cc8e9f1341222b0f9df025a4ab2e5dc998#rd,1658584002,1658584002
AI算法与图像处理,190,12,2247521246_1,超420万奖金，如何通关一场算法比赛？,大神带你通关竞赛,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521246&idx=1&sn=5fc3923f04db415e55b7c276e2849f22&chksm=fd84153ccaf39c2ab2761e68ac6d3d779720a8b5d4432ffe8d88912db347aefa0f54d91749c7#rd,1658465342,1658480400
AI算法与图像处理,191,12,2247521246_2,YOLOv7 开箱测试,环境widnows 10 64bittorch 1.7.1+cu101前言近日，原 YOLOv3/YOLOv,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521246&idx=2&sn=0c1f8b3c3b19836f42c164bc0b44dd35&chksm=fd84153ccaf39c2ad59be0b9b7595a06388b0037aeb15101e9f02023b15a83eb10196f338ccf#rd,1658465342,1658480400
AI算法与图像处理,192,12,2247521246_3,ECCV2022 &CVPR2022论文速递2022.7.22！47篇 demo,整理：AI算法与图像处理，分享请注明出处CVPR2022论文和代码整理：https://github.com,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521246&idx=3&sn=b626d1b8c174f5ba92b7f0384cc03983&chksm=fd84153ccaf39c2a925f5a05fb4e419e03c35aeba147ed43680ed9ffcccab1e22ddcebbd5cb0#rd,1658465342,1658480400
AI算法与图像处理,193,14,2247521192_1,打破Batch Size的玄学！有关 batch size 的设置范围，其实不必那么拘谨,,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521192&idx=1&sn=a673e7bf48fe0716e8e6a4ee78f0f2e6&chksm=fd84154acaf39c5c452e4b0d2b1a4d509c31acdd7fa4962be51ab1eb780794b3f733fd4757c2#rd,1657971479,1657971479
AI算法与图像处理,194,14,2247521192_2,ECCV2022｜何恺明团队开源ViTDet：只用普通ViT，不做分层设计也能搞定目标检测,,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521192&idx=2&sn=7e27e1e4cf041af988ade548c7729db7&chksm=fd84154acaf39c5cf0eee4cbbdeec521e37f35a9889c916cc121cde0410fbe93a7e7b5ec3322#rd,1657971479,1657971479
AI算法与图像处理,195,14,2247521185_1,卷不过别人？GPU 利用率低常见原因分析及优化,最近经常有同学反馈 GPU 利用率低，严重浪费 GPU 资源的问题，经过对一些实例分析后，总结这篇文档，希望能对使用 GPU 的同学有些帮助。,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521185&idx=1&sn=1b33a5d45e1bddee31df21150b845370&chksm=fd841543caf39c55101670bae4ba8b744822e9455b9e7577f804335e45cbe519862c9abb1a9c#rd,1657869971,1657875600
AI算法与图像处理,196,14,2247521185_2,浙大副教授博士论文被判剽窃，共计赔偿11.5万,,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521185&idx=2&sn=bb3db4a1e46e68721515db577e7f8da4&chksm=fd841543caf39c55656ecd81349c6b227e4bb9817a3fee8053bd3a6653a684cf65903f3b014f#rd,1657869971,1657875600
AI算法与图像处理,197,14,2247521185_3,ECCV2022 &CVPR2022论文速递2022.7.15！,整理：AI算法与图像处理，分享请注明出处CVPR2022论文和代码整理：https://github.com,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521185&idx=3&sn=2936123f52d6008e906e30ac674d036c&chksm=fd841543caf39c557a5f19e83f51f03b9c903e7787444abd0cbe810d152ef11ee42eb3a80ff5#rd,1657869971,1657875600
AI算法与图像处理,198,14,2247521169_1,优秀！“00后”博士，获聘南京大学特任副研究员！,,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521169&idx=1&sn=389af4b817a10a6d900fdc416023c2ca&chksm=fd841573caf39c6577d7e2dd4dcf3fd5f4606170bfa37569d9ac278a48cbfe0a29fdcff6f8ff#rd,1657780878,1657789200
AI算法与图像处理,199,14,2247521169_2,如何系统得对目标检测模型的误差分析？,大家好，我是阿潘，对于需要频繁查阅最新论文成果的小伙伴来说，每天必不可少的就是需要去 arixv上面下载论文,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521169&idx=2&sn=52289a19f220eaa8802ebe453d3513f2&chksm=fd841573caf39c6537ab1bd5e13f383e793ef80f459b2c0e63e28a7277041d24aa491d79c770#rd,1657780878,1657789200
AI算法与图像处理,200,14,2247521169_3,ECCV2022 &CVPR2022论文速递2022.7.14！,整理：AI算法与图像处理，分享请注明出处CVPR2022论文和代码整理：https://github.com,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521169&idx=3&sn=3b03cf952784fa286988a2deadb2fc83&chksm=fd841573caf39c656a04193c94545729e1e6046f0e17841eb13e9385297ed867df592de1a877#rd,1657780878,1657789200
AI算法与图像处理,201,14,2247521165_1,ViT杀疯了，10+视觉Transformer模型详解,与卷积神经网络（CNN）相比，视觉 Transformer（ViT）依靠出色的建模能力，在 ImageNet、COCO 和 ADE20k 等多个基准上取得了非常优异的性能。,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521165&idx=1&sn=ca5070fc50c962d93a3d7b07c597cccd&chksm=fd84156fcaf39c791bd3a49f12759ec1109a779a1dd64a58a57458c8d0f68dfea50232122eb8#rd,1657694567,1657702800
AI算法与图像处理,202,14,2247521165_2,我在代码里故意留个后门，违法吗？,对程序员好一点吧,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521165&idx=2&sn=8ff10a7833c5a89835ff329958b7ee5c&chksm=fd84156fcaf39c7926e0c79226a94d7ae76ad7741206c6990a08bc4c4bb6a1e21f2a23edc912#rd,1657694567,1657702800
AI算法与图像处理,203,14,2247521165_3,ECCV2022 &CVPR2022论文速递2022.7.13！,整理：AI算法与图像处理，分享请注明出处CVPR2022论文和代码整理：https://github.com,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521165&idx=3&sn=e98c271317b0cb4c336d637a1ff73313&chksm=fd84156fcaf39c79e1da432efc851e8f0fabab1be5aaa06362108763737645e224ced32de8df#rd,1657694567,1657702800
AI算法与图像处理,204,14,2247521144_1,比YOLOv4小巧90%，速度却超2倍的目标检测算法,,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521144&idx=1&sn=f0133a60484eaa9209480c03cb2c517a&chksm=fd84159acaf39c8c59a4b38d24cf0116d654a38acde493cb426da0c587bfad4ab9094f12f5dc#rd,1657607038,1657616400
AI算法与图像处理,205,14,2247521144_2,各国程序员薪资水平，咱有点惨...,中国排名第 19 位,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521144&idx=2&sn=dd56fe1da93b472b6476c5c31ba8b727&chksm=fd84159acaf39c8c013789490e15e682c75ea18d17823cf228e40d1a097d6b2ecd5ec6e6870b#rd,1657607038,1657616400
AI算法与图像处理,206,14,2247521144_3,CVPR深度框架训练 | 不是所有数据增强都可以提升最终精度,CVPR2022　全部论文获取，添加微信 nvshenj125　备注 CVPR2022 论文获取数据增强(D,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521144&idx=3&sn=922a316ca7bff5d7a0fda2dcfda355e6&chksm=fd84159acaf39c8c7f4d6f034f59799a9f604beb14f7bc9aa2d289324f0e11ee0f99f618f8e1#rd,1657607038,1657616400
AI算法与图像处理,207,14,2247521144_4,ECCV2022 &CVPR2022论文速递2022.7.12！,整理：AI算法与图像处理，分享请注明出处CVPR2022论文和代码整理：https://github.com,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521144&idx=4&sn=c276f5cf51a7abcbe7d9358ae5b98e3f&chksm=fd84159acaf39c8c3130790e2d0b9151c91012ecdd708409b3bd0114bc116ad35fb0c20f85e9#rd,1657607038,1657616400
AI算法与图像处理,208,15,2247521120_1,【建议收藏】CV学习路径推荐,我跟几位BATJ现职的CV算法工程师聊了聊学习路径的话题——学习CV要具备哪些基础？CV算法工程师应当掌握哪,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521120&idx=1&sn=b0a005ab7353d1ae5fe239828e825e63&chksm=fd841582caf39c94cd21882d440dafba7ddb3903c3b57e5da08a666fc8d5c8185c6e4b1c6f1a#rd,1657528432,1657530000
AI算法与图像处理,209,15,2247521120_2,计算机中有哪些令人拍案叫绝的设计？,大家好！前天日本前首相安倍晋三在演讲过程中遇刺，这可能会成为2022年世界政坛上最热门的一个新闻，但是随后美,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521120&idx=2&sn=436089ac8f9b0f64028ff4db9a0955d7&chksm=fd841582caf39c946c5b5213acfeb5b8b8b50ad320efaef44c079ad34fa20a619e679855c693#rd,1657528432,1657530000
AI算法与图像处理,210,15,2247521120_3,PyCharm母公司JetBrains又出可视化神器！,Lets-Plot for Python,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521120&idx=3&sn=284b596e32aa8ffdbabe543f8c60ad07&chksm=fd841582caf39c94e7bab0b7d9d44c789cf47e021420c26d44e31877d741d76e290520fcf673#rd,1657528432,1657530000
AI算法与图像处理,211,15,2247521120_4,ECCV2022 &CVPR2022论文速递2022.7.11！,整理：AI算法与图像处理，分享请注明出处CVPR2022论文和代码整理：https://github.com,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521120&idx=4&sn=03433c22289d6b05fd68beacacc6bd01&chksm=fd841582caf39c945cfbaa602ecaa979bf55e883c2a590d96f76dedd92564a90c9d09ac7ba34#rd,1657528432,1657530000
AI算法与图像处理,212,15,2247521094_1,如何写好一篇高质量的IEEE/ACM Transaction级别的计算机科学论文?,本文来自知乎问题“如何写好一篇高质量的IEEE/ACM Transaction级别的计算机科学论文?”，文章内容来自该问题下的回答。,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521094&idx=1&sn=4faa9a28df83d6776f01ac3fef88fe59&chksm=fd8415a4caf39cb2283856c4d783e82b0a25ca5412da42fe8c144d7b45eda41b7c1de43bf734#rd,1657371545,1657371545
AI算法与图像处理,213,15,2247521094_2,“肝”算法的这三年工作复盘：我面对项目/业务问题的解决思路,作者丨FlyEgle编辑丨极市平台导读 今天不谈学术，来和大家谈谈做算法工程师的那些年～本文作者结合自身经验,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521094&idx=2&sn=cfa9cc38924f109ab4e12b024318f07a&chksm=fd8415a4caf39cb236fc9f6275e833f14c96a59cc74e502d732377bd83123143514c1a9e2eaa#rd,1657371545,1657371545
AI算法与图像处理,214,15,2247521087_1,434名贡献者、3300多次代码提交的PyTorch最新版本 1.11来了,著名深度学习框架PyTorch最新版本公布！,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521087&idx=1&sn=f996cb66d06033e622438619a27bfc58&chksm=fd8415ddcaf39ccbf2b7329287ed7b1f32b0d5fc85911a45ba65aa5fff91fd00b8a62b2fdbfa#rd,1657274243,1657274243
AI算法与图像处理,215,15,2247521087_2,SIGGRAPH 2022最佳技术论文奖重磅出炉！超多酷炫成果,,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521087&idx=2&sn=ac844203b7b6c5a5db2381ca99c7d0c6&chksm=fd8415ddcaf39ccbb6b88313d034170f243410a842d618b91f5dbc2ed834701e1c956d013e27#rd,1657274243,1657274243
AI算法与图像处理,216,15,2247521087_3,ECCV2022 &CVPR2022论文速递2022.7.8！,整理：AI算法与图像处理，分享请注明出处CVPR2022论文和代码整理：https://github.com,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521087&idx=3&sn=8c1b9f8f4586c81c001f2701f09e80de&chksm=fd8415ddcaf39ccb1e027f7d5af780ca417dc06dc726652de6739449090bd7ab8d318f8395ff#rd,1657274243,1657274243
AI算法与图像处理,217,15,2247521053_1,YOLOv7官方出品！Alexey Bochkovskiy操刀，精度速度超越当前所有YOLO系列，附论文&代码,论文：https://arxiv.org/abs/2207.02696代码：https://github.c,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521053&idx=1&sn=21cee163428dcede46b7fe35fa909f48&chksm=fd8415ffcaf39ce9f7f98849394653af2ae412c15b321198fd26809600b041db408a2c246ded#rd,1657171582,1657171582
AI算法与图像处理,218,15,2247521053_2,FastestDet：比yolov5更快！更强！全新设计的超实时Anchor-free目标检测算法（附源代码下载）,,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521053&idx=2&sn=b5779d021b1e5e5c6e6ef005dfe626c7&chksm=fd8415ffcaf39ce95fdb01b8f59fd30d5300a9872e113e2b3ede5db5212067a0f08247f0a1af#rd,1657171582,1657171582
AI算法与图像处理,219,15,2247521053_3,翟天临回怼网友：写论文不一定要用知网，写不过是你能力不行,几乎每到毕业季，以写论文的学生为主力军的网友去翟天临微博下方宣泄情绪几乎成了“保留节目”。,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521053&idx=3&sn=79d0c4bdd314314ee04285774102aa46&chksm=fd8415ffcaf39ce990bd88ad4117bb97c886ada8f0f1cfd4da35305005c773d85e09f2db0f24#rd,1657171582,1657171582
AI算法与图像处理,220,15,2247521053_4,ECCV2022 &CVPR2022论文速递2022.7.7！,整理：AI算法与图像处理，分享请注明出处CVPR2022论文和代码整理：https://github.com,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521053&idx=4&sn=1feced86a95a2b63bafb85268f97e326&chksm=fd8415ffcaf39ce9e6229ed406d410b51564fd84aa9a4df7377148a8dd3b50e04182322335fa#rd,1657171582,1657171582
AI算法与图像处理,221,15,2247521027_1,计算机视觉党们，下一个顶会一作就是你,要说人工智能技术领域最令人兴奋的应用，计算机视觉绝对是被提及最多次的那个。据预测，到2022年底，计算机视觉,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521027&idx=1&sn=dbf61d7e5524b4cc06f040d5badddb85&chksm=fd8415e1caf39cf7ae4e12f99990d9e0468bc0cf578320f3ebd805e0cb11d87d9955ce370050#rd,1657083455,1657098000
AI算法与图像处理,222,15,2247521027_2,高级 OpenCV：BGR 像素强度图,介绍到目前为止，在我们的高级 OpenCV 教程中，我们已经：理解对比度的概念。了解直方图均衡的概念。在灰度,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521027&idx=2&sn=7b04ca93edbc25a45acc7d9828f86d40&chksm=fd8415e1caf39cf7c2ee23e64ac8b9c38e18d21314e300328533457be750c4f4733f3683850a#rd,1657083455,1657098000
AI算法与图像处理,223,15,2247521027_3,ECCV2022 &CVPR2022论文速递2022.7.6！,整理：AI算法与图像处理，分享请注明出处CVPR2022论文和代码整理：https://github.com,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247521027&idx=3&sn=120dc72d4b21db091836c4a4589441dd&chksm=fd8415e1caf39cf72693765678192abd6a289a5fb87700d49b9a4d247d63f6df2cc1d4d87a55#rd,1657083455,1657098000
AI算法与图像处理,224,17,2247520962_1,前方高能！总奖金池高达31万元，第七届信也科技杯图算法大赛开始报名啦！,聚焦数创 · 连接未来,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520962&idx=1&sn=8c19fd634df3db0e25a69302f0c7c117&chksm=fd841420caf39d368a1ac8ea973c1125c9f577ac0e4249cd5bd53db811b6bf7c41f312514592#rd,1656566298,1656579600
AI算法与图像处理,225,17,2247520962_2,计算机视觉的顶会顶刊！,,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520962&idx=2&sn=440569dc5e57bcf96eb50688737febc1&chksm=fd841420caf39d363b18bc3f760b63359639d64405cac9db8769cc030d5b001336573faf1156#rd,1656566298,1656579600
AI算法与图像处理,226,17,2247520962_3,CVPR2022论文速递2022.6.30！最新成果demo展示,整理：AI算法与图像处理，分享请注明出处CVPR2022论文和代码整理：https://github.com,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520962&idx=3&sn=8dee8c56e1ea4de6c40bc5da0d5cdcb3&chksm=fd841420caf39d36ac84a6915cbf9fcadd213cb38337f89d8a06c2fe7db9dad8ac4b2cfb750a#rd,1656566298,1656579600
AI算法与图像处理,227,17,2247520939_1,不卷了！从 Google AI 离职了,文 | 天于刀刀大家都清楚，谷歌是一所著名的能让无数打工人「爱上工作」的良心企业。轻松自由的办公环境，超多在,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520939&idx=1&sn=f02db5c4ec4b69c9f8f582d5530c0f64&chksm=fd841449caf39d5f6983c8194f86f0f664ac731dd9dfce5282801be4fb497b34493b33e51e60#rd,1656491122,1656493200
AI算法与图像处理,228,17,2247520939_2,Python常见报错及解决方案，建议收藏！,分享~,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520939&idx=2&sn=780af9368acf296cbe46ec7154ca9488&chksm=fd841449caf39d5f9076768bd663f779e9ac46b1bf493fa9bdb36ef138f1730cbb1fff6d4fc3#rd,1656491122,1656493200
AI算法与图像处理,229,17,2247520939_3,CVPR2022论文速递（2022.6.29）！共5篇！,整理：AI算法与图像处理，分享请注明出处CVPR2022论文和代码整理：https://github.com,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520939&idx=3&sn=67cc8428e321d7545d0dc8ed32ceb2f3&chksm=fd841449caf39d5f2d06e40b7fc4767c964b58f493c1b606038bd9a45ddff32cbf75dc81c910#rd,1656491122,1656493200
AI算法与图像处理,230,17,2247520931_1,一位博士在华为的22年,从大学毕业干到了退休,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520931&idx=1&sn=767f1cb7595586e7ff907ed26db1d034&chksm=fd841441caf39d57f6c019fc536d359bbbae9f5e000030c02e565c8eccf9377bc290ee367296#rd,1656405967,1656406800
AI算法与图像处理,231,17,2247520931_2,CVPR 2022|极具创意&美感的文字生成方法！支持任意输入,本文简要介绍CVPR 2022录用的论文“Aesthetic Text Logo Synthesis via Content-aware Layout Inferring”。该论文旨在探究文字标识图像...,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520931&idx=2&sn=2eea3fd6ea49617796d485825e892a34&chksm=fd841441caf39d57e98f02e419400378444587bf664d7e9712233fa175d79fc2d2c1f9190305#rd,1656405967,1656406800
AI算法与图像处理,232,17,2247520931_3,系统性总结了 Numpy 所有知识点,,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520931&idx=3&sn=cb20f1cd1d4030a4398514848e970cbe&chksm=fd841441caf39d57b468796376a7bf01e7b665cd7bc7ad1560f6635685cac844f33a9afc25ab#rd,1656405967,1656406800
AI算法与图像处理,233,17,2247520931_4,CVPR2022论文速递（2022.6.28）！共9篇！,整理：AI算法与图像处理，分享请注明出处CVPR2022论文和代码整理：https://github.com,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520931&idx=4&sn=a504c9e83a7935c8bb7a484458338517&chksm=fd841441caf39d57f12c474cbe0e957bece468fd040994b58cb6e0fb3d98c4fec23e4594ae89#rd,1656405967,1656406800
AI算法与图像处理,234,17,2247520900_1,985高校副教授晒年薪，网友：公积金顶普通人月薪，不愧在一线,同样是博士，收入差距为何如此之大？,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520900&idx=1&sn=fe7dd9fce4827770b142bdafec4acac3&chksm=fd841466caf39d70db6335871e80d3688b2b387b567bd74310406b83180eb5c066dbafbd6dae#rd,1656319286,1656320400
AI算法与图像处理,235,17,2247520900_2,CVPR 2022文档图像分析与识别相关论文26篇汇集简介,据初步统计，CVPR 2022共录用发表与OCR直接相关的论文约26篇，相比于去年（CVPR 2021，22,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520900&idx=2&sn=aa1642cb59f46950dcd0bee587a67e1b&chksm=fd841466caf39d70979081a39a0fce177cb01c0ba208cdea7c48c71500287634869f01576ea7#rd,1656319286,1656320400
AI算法与图像处理,236,17,2247520900_3,CVPR2022论文速递（2022.6.27）！共2篇！,整理：AI算法与图像处理，分享请注明出处CVPR2022论文和代码整理：https://github.com,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520900&idx=3&sn=adeedcee9beb145d8ca331d76cc9b001&chksm=fd841466caf39d702c81c59f98db73c8e8732fcbb8b45415a7100360d51424ac6bf9a8f53241#rd,1656319286,1656320400
AI算法与图像处理,237,17,2247520895_1,火遍全网的AI给老照片上色，这里有一份详细教程！文末赠书,深度学习Self-Attention GAN智能照片美化！,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520895&idx=1&sn=fffb6ad9c27556a08feee675103cdd15&chksm=fd84149dcaf39d8b25750e0bf346e54a6dd129d4c09ac84db9867c949be80f48b0e1c971f8f3#rd,1656243734,1656243734
AI算法与图像处理,238,17,2247520895_2,B站大谷新作：10天用AI画了一首爱情MV！瑰丽玄妙，宛如梦境,亦真亦幻，似梦非梦,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520895&idx=2&sn=89521512b4ed6077dffefc9d3cf8a7f7&chksm=fd84149dcaf39d8b2bac0c8af6e77f78da710fc74cbc8d69d2d06e5e599da4151ec49dbb95e8#rd,1656243734,1656243734
AI算法与图像处理,239,18,2247520791_1,3年前被判定学术不端，失去工作和经费，现在，他用一篇Nature子刊证明自己是对的！,,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520791&idx=1&sn=0c20e54c06bb3132a55204a44a427b77&chksm=fd8414f5caf39de3b8616fd213da0f3017225bc8c235e1e40b41779b6de6e5d3550c7249180e#rd,1656161264,1656161264
AI算法与图像处理,240,18,2247520791_2,开源！ViTAE模型再刷世界第一：COCO人体姿态估计新模型取得最高精度81.1AP,人体姿态估计是计算机视觉领域的基本研究问题之一，具有很广泛的实际应用，例如医疗健康领域的行为分析、元宇宙领域,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520791&idx=2&sn=14b38e44652d73295705977f050914ac&chksm=fd8414f5caf39de3a6243d2bf08145012d462e779ef16d4768851198dc5da7f2a1b1fa60eced#rd,1656161264,1656161264
AI算法与图像处理,241,18,2247520791_3,一篇抄十篇，CVPR Oral被指大量抄袭，大会最后一天曝光，合著者忙甩锅,论文作者回应了，又把评论删除了。,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520791&idx=3&sn=5568e6f3f0f79c9dc17afecc49db02ac&chksm=fd8414f5caf39de33026854e6e61e26234fb00572c33cc904573ce1bf33824bb8d0d3fe7486a#rd,1656161264,1656161264
AI算法与图像处理,242,18,2247520786_1,知乎热议：研究生毕业论文写不下去，情绪崩溃的时候怎么办?,"“被拒绝”
“不停的改论文”
“导师完全放养”
“写着写着发现中心不够突出”
“做一大堆实验发现没用”",http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520786&idx=1&sn=44ad76982ad4b03b589c43764b12bf01&chksm=fd8414f0caf39de608aba58cf2c4186cf196749e35b2f22aba7538363b55e93168b2f04f0842#rd,1656046531,1656061200
AI算法与图像处理,243,18,2247520786_2,导师对帮助研究生顺利完成学业提出了20条劝告：第一，不要有度假休息的打算..,从导师的角度对研究生如何顺利完成学位论文，提出了20条劝告，这被称为研究生从事学术研究的赫曼法则,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520786&idx=2&sn=8e7c8d849fc71b732585a10288234538&chksm=fd8414f0caf39de633a583f68a360726d1172cb0669d0c5c68755afe4932ee4cc1ef1a966c8e#rd,1656046531,1656061200
AI算法与图像处理,244,18,2247520786_3,CVPR2022论文速递（2022.6.24）！共5篇！,整理：AI算法与图像处理，分享请注明出处CVPR2022论文和代码整理：https://github.com,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520786&idx=3&sn=0ee1dcbdaf0a081b0faf9cbd1ce0f698&chksm=fd8414f0caf39de6b588df708fa910853799fa35b4cb9dcc549e8a99819d8a5f04ff0f7c3e66#rd,1656046531,1656061200
AI算法与图像处理,245,18,2247520778_2,强！专科“逆袭”读浙大硕士，3篇SCI，最终成清华博士！,,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520778&idx=2&sn=1eac85528bd47f5a2364d99a89932881&chksm=fd8414e8caf39dfee1f42d433f9d2ea577087cba7d853c99456478062dc7b0b6c2df13b1ccb3#rd,1655976616,1655976616
AI算法与图像处理,246,18,2247520778_3,SFOD：无源域适配升级优化，让检测模型更容易适应新数据（附论文下载）,论文地址：https://openaccess.thecvf.com/content/CVPR2022/pa,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520778&idx=3&sn=5903071388ce56a8446aac82c494ebf9&chksm=fd8414e8caf39dfe17fc01b6f1b449fdb2985f83510680e621792583aa5fa5ffb2877006b675#rd,1655976616,1655976616
AI算法与图像处理,247,18,2247520778_4,CVPR2022论文速递（2022.6.23）！共5篇！,整理：AI算法与图像处理，分享请注明出处CVPR2022论文和代码整理：https://github.com,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520778&idx=4&sn=6d0255bf9a3972095981732c21c14fba&chksm=fd8414e8caf39dfededc5e0dec6895387791191c51ba6d0cdba06f0cfa065499580ff3510170#rd,1655976616,1655976616
AI算法与图像处理,248,18,2247520768_1,SIGGRAPH2022 |  Text2Human 玩的是真花呀,大家好，我是阿潘，对于需要频繁查阅最新论文成果的小伙伴来说，每天必不可少的就是需要去 arixv上面下载论文,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520768&idx=1&sn=739c246be0773184f85ea4ddef2d88a8&chksm=fd8414e2caf39df4df1312da7b82fa5f032bcf37a5b6eacc6f94955bc49a0b31d69cff11885c#rd,1655882374,1655888400
AI算法与图像处理,249,18,2247520768_2,2022最新！18条优化PyTorch的速度和内存效率小技巧,你应该知道的18个PyTorch小技巧。,http://mp.weixin.qq.com/s?__biz=MzU4NTY4Mzg1Mw==&mid=2247520768&idx=2&sn=e13dcf0c04c69817815761fff966d987&chksm=fd8414e2caf39df448f5629b7c31e29cf893a6e93d525b4a55080791a5e8178d2ffd3af44647#rd,1655882374,1655888400
